subject,number,section,times,locations,rating,workload
ASTR,595,1,MW 9.00-10.15,WTS A60,4.3,3.23
ASTR,711,1,F 13.45-15.15 + 1,WTS A51,2.67,2.0
B&BS,503,1,1 HTBA,,2.75,1.57
B&BS,680,1,Th 15.00-16.30,,4.0,3.33
BENG,249,1,MW 13.00-14.15,WLH 116,2.43,3.51
BENG,351,1,MW 9.00-10.15,HLH17 115,3.56,3.91
BENG,352,1,TTh 11.35-12.50,HLH17 113,3.18,3.23
BENG,356L,1,M 13.00-17.00,,2.63,2.7800000000000002
BENG,356L,2,F 9.00-13.00,,2.63,2.7800000000000002
BENG,403,1,Th 15.30-17.20,WLH 202,4.61,3.24
BENG,404,1,TTh 9.00-10.15,BCT 107,3.91,3.55
BENG,405,1,MW 13.00-14.15,AKW 100,3.8,2.46
BENG,406,1,MW 11.35-12.50,HLH17 115,4.09,2.41
BENG,411,1,TTh 14.30-15.45,ML 104,3.37,2.12
BENG,435,1,TTh 9.00-10.15,ML 211,4.05,1.92
BENG,449,1,TTh 13.00-14.15,HLH17 115,3.01,3.89
BENG,455,1,TTh 13.00-14.15,HLH17 03,4.8,2.93
BENG,456,1,W 15.30-17.20,WLH 015,2.9699999999999998,3.98
BENG,458,1,MW 13.00-14.15,HLH17 111,4.68,2.8
BENG,465,1,TTh 14.30-15.45,SPL 56,3.75,3.44
BENG,467,1,MW 16.00-17.15,ML 104,3.83,2.5
BENG,485,1,W 15.30-17.20,GR109 ROSENFELD,3.8200000000000003,2.39
BIOL,101,1,MW 11.35-12.50,YSB MARSH,3.46,3.0
BIOL,102,1,MW 11.35-12.50,YSB MARSH,2.76,3.38
BIOL,103,1,MW 11.35-12.50,OML 202,2.05,3.44
BIOL,104,1,MW 11.35-12.50,OML 202,3.11,3.01
BIS,505,1,MW 13.00-14.20 + 1,CO47 106A,3.05,2.45
BIS,526,1,T 12.00-12.50,CO47 106B,,
BIS,575,1,Th 10.00-11.50,LEPH 101,3.47,2.35
BIS,600,1,1 HTBA,,5.0,3.0
BIS,610,1,1 HTBA,,,
BIS,628,1,T 10.00-11.20 + 1,LEPH 101,2.63,3.62
BIS,630,1,M 13.00-14.50,CO47 106B,4.27,3.47
BIS,643,1,M 13.00-14.50,LEPH 102,4.0,3.13
BIS,645,1,Th 13.00-14.50,LEPH 103,3.7199999999999998,3.01
BIS,650,1,1 HTBA,,4.0,3.09
BIS,681,1,W 13.00-14.50 + 1,CO47 106B,3.68,3.03
BIS,691,1,W 10.00-11.50,LEPH 103,3.95,3.36
BIS,695,1,1 HTBA,,3.9699999999999998,2.96
BRST,154,1,1 HTBA,,,
BRST,195,1,1 HTBA,,,
BRST,211,1,1 HTBA,,4.42,3.55
BRST,212,1,1 HTBA,,4.42,3.55
BURM,120,1,MTWTh 13.25-14.15,,,
C&MP,560,1,MWF 9.25-10.15,HLH17 03,4.4,2.27
C&MP,580,1,WF 10.30-11.45,TAC S347,,
C&MP,630,1,F 14.30-16.30,SHM B222,3.2,4.13
C&MP,650,1,Th 11.00-12.15,,3.75,2.75
C&MP,711,1,1 HTBA,,3.0,3.0
CAND,999,1,1 HTBA,,,
CB&B,523,1,TTh 13.00-14.15,SPL 56,3.67,4.0
CB&B,562,1,TTh 14.30-15.45,SPL 56,3.84,3.42
CB&B,567,1,M 9.00-11.15,,3.47,2.91
CB&B,601,1,1 HTBA,,4.25,2.0
CB&B,645,1,1 HTBA,,4.08,3.25
CB&B,647,1,Th 13.00-14.50,LEPH 103,4.07,3.24
CB&B,663,1,TTh 16.00-17.15,HLH17 03,3.26,3.13
CB&B,663,2,1 HTBA,,,
CB&B,712,1,1 HTBA,,5.0,4.0
CB&B,713,1,1 HTBA,,4.0,4.0
CB&B,750,1,TTh 10.30-11.45,,4.0,3.6
CB&B,752,1,MW 13.00-14.15,BASS 305,3.19,2.91
CBIO,502,1,1 HTBA,,4.0,3.0
CBIO,601,1,Th 16.30-18.00,,3.83,2.61
CBIO,604,1,TTh 9.30-11.00,TAC N221,4.0,2.88
CBIO,606,1,T 16.00-18.00,SHM C225A,3.85,2.65
CBIO,701,1,MW 13.45-15.45,SHM C225A,4.33,2.67
CBIO,901,1,Th 16.15-17.45,,3.56,2.1
CBIO,913,1,1 HTBA,,4.37,3.87
CDE,516,1,MW 10.00-11.20 + 1,CO47 106B,3.6,3.79
CDE,526,1,T 12.00-12.50,LEPH 115,4.09,2.88
CDE,532,1,T 13.00-14.50,LEPH 103,3.83,2.38
CDE,534,1,M 15.00-16.50 + 1,LEPH WINSL,4.02,3.46
CDE,535,1,Th 8.00-9.50,LEPH 103,4.07,2.98
CDE,545,1,W 13.00-14.50,LEPH 105,4.01,2.93
CDE,551,1,W 15.00-16.50,LEPH 103,4.52,3.38
CDE,562,1,Th 10.00-10.50 + 1,LEPH 102,4.09,2.88
CDE,600,1,1 HTBA,,,
CDE,610,1,1 HTBA,,,
CDE,617,1,Th 10.00-11.50,LEPH 126,4.43,4.08
CDE,670,1,1 HTBA,,5.0,3.0
CENG,120,1,TTh 13.00-14.15,WTS A30,3.61,2.7
CENG,150,1,MW 11.35-12.50,RKZ 05,4.1,2.68
CENG,301,1,TTh 11.35-12.50,WLH 113,4.34,2.59
CENG,315,1,MW 14.30-15.45,HLH17 03,3.04,4.25
CENG,345,1,1 HTBA,,,
CENG,351,1,MW 9.00-10.15,HLH17 115,3.56,3.91
CENG,412L,1,W 14.30-17.30,,3.26,3.36
CENG,416,1,TTh 11.35-12.50,HLH17 115,2.86,3.69
CENG,471,1,1 HTBA,,4.52,3.12
CENG,490,1,1 HTBA,,4.36,3.35
CGSC,216,1,MW 14.30-15.45,WLH 119,3.62,2.6
CGSC,277,1,MW 11.35-12.25 + 1,LC 317,3.65,3.02
CGSC,313,1,M 13.30-15.20,WLH 003,4.53,2.98
CGSC,390,1,Th 13.30-15.20,AKW 100,4.14,2.83
CGSC,419,1,T 9.25-11.15,SSS 201,4.02,2.48
CGSC,420,1,Th 9.25-11.15,SSS 201,3.26,2.27
CGSC,472,1,1 HTBA,,4.31,3.32
CGSC,474,1,1 HTBA,,4.34,2.84
CGSC,491,1,T 9.25-11.15 + 1,,4.07,2.89
CGSC,492,1,Th 13.30-15.20,WLH 112,4.22,2.9699999999999998
CHEM,104,1,TTh 11.35-12.50,SCL 160,3.09,2.34
CHEM,134L,1,1 HTBA,,2.87,3.7199999999999998
CHEM,136L,1,1 HTBA,,2.44,3.9
CHEM,161,1,MWF 10.30-11.20,SCL 18,3.85,3.12
CHEM,165,1,MWF 10.30-11.20,SCL 110,2.64,3.17
CHEM,167,1,MWF 10.30-11.20,SCL 160,3.76,3.43
CHEM,175,1,MW 9.00-10.15,SCL 111,3.4,3.88
CHEM,220,1,MWF 9.25-10.15,SCL 19,3.88,3.49
CHEM,221,1,MW 9.00-10.15,SCL 110,2.7199999999999998,3.33
CHEM,222L,1,1 HTBA,,3.66,2.96
CHEM,223L,1,1 HTBA,,3.8,2.77
CHEM,251L,1,F 14.30-15.20 + 1,SCL 19,4.27,3.3
CHEM,252,1,MWF 10.30-11.20,SCL 19,4.44,3.06
CHEM,330L,1,F 13.30-14.20 + 1,SCL 19,3.17,4.92
CHEM,331L,1,1 HTBA,,3.75,4.13
CHEM,333,1,MWF 9.25-10.15,SCL 160,3.64,4.7
CHEM,335L,1,1 HTBA,,4.47,3.15
CHEM,349L,1,F 13.30-14.20,SCL 18,4.03,3.09
CHEM,425,1,MWF 11.35-12.25,SCL 21,3.37,1.88
CHEM,426,1,MW 11.35-12.50,SCL 18,3.42,2.58
CHEM,426,2,1 HTBA,,3.56,2.5300000000000002
CHEM,430,1,1 HTBA,,4.08,2.92
CHEM,442,1,TTh 11.35-12.50,SCL 21,2.94,2.95
CHEM,480,1,1 HTBA,,3.5,3.5
CHEM,490,1,1 HTBA,,4.42,3.43
CHEM,515,1,MW 9.00-10.15,SCL 18,3.47,3.32
CHEM,525,1,MWF 11.35-12.25,SCL 21,3.13,1.72
CHEM,526,1,MW 11.35-12.50,SCL 18,3.42,2.58
CHEM,526,2,1 HTBA,,3.42,2.58
CHEM,528,1,TTh 11.35-12.50 + 1,SCL 18,4.02,4.08
CHEM,530,1,1 HTBA,,4.0,3.0
CHEM,542,1,TTh 11.35-12.50,SCL 21,2.94,2.95
CHEM,547,1,MW 11.35-12.50 + 1,SCL 19,3.99,3.62
CHEM,553,1,TTh 11.35-12.50 + 1,CRB 202,4.88,3.63
CHEM,556,1,TTh 9.00-10.15,SCL 19,3.81,2.38
CHEM,562L,1,1 HTBA,,4.9,2.0
CHEM,564L,1,1 HTBA,,5.0,2.33
CHEM,565L,1,1 HTBA,,4.89,2.44
CHEM,574,1,1 HTBA,,,
CHEM,600,1,1 HTBA,,4.63,3.7800000000000002
CHEM,600,2,1 HTBA,,5.0,4.33
CHEM,600,3,1 HTBA,,4.63,3.7800000000000002
CHEM,600,4,1 HTBA,,4.63,3.7800000000000002
CHEM,600,5,1 HTBA,,4.63,3.7800000000000002
CHEM,600,6,1 HTBA,,4.25,3.5
CHEM,600,7,1 HTBA,,4.63,3.7800000000000002
CHEM,600,8,1 HTBA,,3.94,4.0
CHEM,600,9,1 HTBA,,5.0,4.0
CHEM,600,10,1 HTBA,,4.63,3.7800000000000002
CHEM,600,11,1 HTBA,,4.63,3.7800000000000002
CHEM,600,12,1 HTBA,,4.63,3.7800000000000002
CHEM,600,13,1 HTBA,,4.63,3.7800000000000002
CHEM,600,14,1 HTBA,,5.0,5.0
CHEM,600,15,1 HTBA,,4.88,3.0
CHEM,600,16,1 HTBA,,4.63,3.7800000000000002
CHEM,600,17,1 HTBA,,4.63,3.7800000000000002
CHEM,600,18,1 HTBA,,4.63,3.7800000000000002
CHEM,600,19,1 HTBA,,4.0,4.0
CHEM,600,20,1 HTBA,,4.63,3.7800000000000002
CHEM,600,21,1 HTBA,,5.0,4.0
CHEM,600,22,1 HTBA,,4.5,4.0
CHEM,600,23,1 HTBA,,4.0,4.0
CHEM,600,24,1 HTBA,,4.67,3.0
CHEM,600,25,1 HTBA,,4.63,3.7800000000000002
CHEM,600,26,1 HTBA,,4.63,3.7800000000000002
CHEM,600,27,1 HTBA,,4.63,3.7800000000000002
CHEM,600,28,1 HTBA,,4.63,3.7800000000000002
CHEM,600,29,1 HTBA,,5.0,5.0
CHEM,600,30,1 HTBA,,4.63,3.7800000000000002
CHEM,600,31,1 HTBA,,4.63,3.7800000000000002
CHEM,600,32,1 HTBA,,4.63,3.7800000000000002
CHEM,600,33,1 HTBA,,4.63,3.7800000000000002
CHEM,600,34,1 HTBA,,4.63,3.7800000000000002
CHEM,600,35,1 HTBA,,4.63,3.7800000000000002
CHEM,600,36,1 HTBA,,4.63,3.7800000000000002
CHEM,600,37,1 HTBA,,4.63,3.7800000000000002
CHEM,600,38,1 HTBA,,4.63,3.7800000000000002
CHEM,600,39,1 HTBA,,4.63,3.7800000000000002
CHEM,600,40,1 HTBA,,4.63,3.7800000000000002
CHEM,700,1,1 HTBA,,4.5,4.38
CHEM,700,2,1 HTBA,,4.5,4.38
CHEM,721,1,1 HTBA,,5.0,3.33
CHEM,731,1,1 HTBA,,4.5,2.0
CHEM,741,1,1 HTBA,,3.0,2.0
CHEM,751,1,1 HTBA,,3.0,3.0
CHEM,761,1,1 HTBA,,4.29,1.0
CHEM,990,1,1 HTBA,,4.58,4.44
CHEM,990,2,1 HTBA,,5.0,5.0
CHEM,990,3,1 HTBA,,4.58,4.44
CHEM,990,4,1 HTBA,,4.58,4.44
CHEM,990,5,1 HTBA,,4.58,4.44
CHEM,990,6,1 HTBA,,4.33,4.47
CHEM,990,7,1 HTBA,,4.58,4.44
CHEM,990,8,1 HTBA,,4.5,4.8
CHEM,990,9,1 HTBA,,4.4,4.5
CHEM,990,10,1 HTBA,,4.58,4.44
CHEM,990,11,1 HTBA,,4.58,4.44
CHEM,990,12,1 HTBA,,4.58,4.44
CHEM,990,13,1 HTBA,,4.58,4.44
CHEM,990,14,1 HTBA,,4.25,5.0
CHEM,990,15,1 HTBA,,4.58,3.17
CHEM,990,16,1 HTBA,,4.58,4.44
CHEM,990,17,1 HTBA,,4.58,4.44
CHEM,990,18,1 HTBA,,4.58,4.44
CHEM,990,19,1 HTBA,,5.0,4.0
CHEM,990,20,1 HTBA,,4.5,4.0
CHEM,990,21,1 HTBA,,5.0,4.0
CHEM,990,22,1 HTBA,,4.67,5.0
CHEM,990,23,1 HTBA,,4.5,5.0
CHEM,990,24,1 HTBA,,4.83,4.83
CHEM,990,25,1 HTBA,,4.58,4.44
CHEM,990,26,1 HTBA,,4.58,4.44
CHEM,990,27,1 HTBA,,4.58,4.44
CHEM,990,28,1 HTBA,,4.58,4.44
CHEM,990,29,1 HTBA,,5.0,5.0
CHEM,990,30,1 HTBA,,4.58,4.44
CHEM,990,31,1 HTBA,,4.58,4.44
CHEM,990,32,1 HTBA,,4.58,4.44
CHEM,990,33,1 HTBA,,4.58,4.44
CHEM,990,34,1 HTBA,,4.58,4.44
CHEM,990,35,1 HTBA,,4.58,4.44
CHEM,990,36,1 HTBA,,4.58,4.44
CHEM,990,37,1 HTBA,,4.58,4.44
CHEM,990,38,1 HTBA,,4.58,4.44
CHEM,990,39,1 HTBA,,4.58,4.44
CHEM,990,40,1 HTBA,,4.58,4.44
CHLD,126,1,T 9.25-11.15,CSC,4.28,2.76
CHLD,127,1,T 14.30-16.20 + 1,CALHIL DCC,4.43,2.89
CHLD,128,1,W 9.25-11.15,CALHIL DCC,4.23,2.83
CHLD,350,1,T 15.30-17.00,CSC SENN,4.16,1.9300000000000002
CHNS,120,1,M-F 9.25-10.15,YK220 001,4.38,4.32
CHNS,120,2,M-F 9.25-10.15,YK220 002,4.42,4.33
CHNS,120,3,M-F 10.30-11.20,YK220 002,4.5600000000000005,4.28
CHNS,120,4,M-F 10.30-11.20,YK212 004A,4.33,4.26
CHNS,120,5,M-F 10.30-11.20,YK220 004,4.38,4.33
CHNS,120,6,M-F 11.35-12.25,YK220 002,4.5600000000000005,4.28
CHNS,120,7,M-F 11.35-12.25,YK220 001,4.38,4.32
CHNS,122,1,M-F 9.25-10.15,BASSLB L73,4.5,3.88
CHNS,122,2,M-F 9.25-10.15,YK220 100,4.24,3.76
CHNS,140,1,M-F 9.25-10.15,WTS A46,4.18,4.21
CHNS,140,2,M-F 10.30-11.20,WTS B35,4.19,3.99
CHNS,140,3,M-F 10.30-11.20,WTS B31,4.88,4.13
CHNS,140,4,M-F 11.35-12.25,YK212 004,4.34,3.74
CHNS,142,1,M-F 9.25-10.15,BASSLB L70,4.52,4.03
CHNS,142,2,M-F 10.30-11.20,BASSLB L70,4.52,4.03
CHNS,142,3,M-F 10.30-11.20,BASSLB L73,4.55,4.07
CHNS,142,4,M-F 9.25-10.15,WTS A72,4.49,3.9699999999999998
CHNS,151,1,MWF 9.25-10.15,YK212 004A,4.38,4.22
CHNS,151,2,MWF 10.30-11.20,YK220 001,4.25,4.21
CHNS,151,3,MWF 10.30-11.20,YK220 003,4.75,3.88
CHNS,151,4,MWF 11.35-12.25,YK220 004,4.26,4.22
CHNS,153,1,MWF 9.25-10.15,WTS B31,4.45,4.16
CHNS,153,2,MWF 10.30-11.20,WTS A46,4.46,3.69
CHNS,153,3,MWF 11.35-12.25,RKZ 06,4.35,3.96
CHNS,155,1,MWF 9.25-10.15,WTS B35,4.09,3.3
CHNS,155,2,MWF 10.30-11.20,WTS B36,4.14,3.38
CHNS,163,1,MWF 10.30-11.20,TM432 102,4.38,3.3
CHNS,163,2,MWF 11.35-12.25,TM432 102,4.38,3.3
CHNS,165,1,TTh 11.35-12.50,WLH 003,4.19,2.96
CHNS,167,1,TTh 9.00-10.15,WTS B31,4.41,3.34
CHNS,167,2,TTh 11.35-12.50,TM432 102,4.41,3.34
CHNS,169,1,MW 13.00-14.15,TM432 102,4.42,3.18
CHNS,171,1,TTh 9.00-10.15,ELM143 106,4.46,3.58
CHNS,571,1,TTh 9.00-10.15,ELM143 106,4.46,3.58
CLCV,160,1,TTh 13.00-14.15,LORIA 351,4.48,2.95
CLCV,175,1,1 HTBA,,3.9,2.7199999999999998
CLCV,205,1,TTh 14.30-15.45 + 1,PH 310,4.39,3.0
CLCV,207,1,TTh 11.35-12.50,PH 407,4.54,3.33
CLCV,215,1,W 9.25-11.15,WHC B-03,4.45,3.95
CLCV,230,1,1 HTBA,,4.42,2.98
CLCV,236,1,MW 9.25-10.15 + 1,PH 207,3.91,3.14
CLCV,258,1,TTh 11.35-12.50 + 1,PH 310,4.23,3.33
CLCV,319,1,W 9.25-11.15,LUCE 202,4.19,2.77
CLSS,402,1,T 13.30-15.20,BRBL,,
CLSS,602,1,T 13.30-15.20,BRBL,,
CLSS,796,1,Th 13.30-15.20,YK212 004A,3.9699999999999998,3.51
CLSS,812,1,W 15.30-17.20,PH 207,4.27,3.7
CLSS,818,1,T 10.30-12.20,LORIA 258,,
CLSS,845,1,W 13.30-15.20,LORIA 259,4.28,3.14
CLSS,864,1,W 9.25-11.15,LORIA B50,4.12,3.09
CLSS,880,1,W 10.30-11.45,PH 207,4.25,3.24
CLSS,882,1,1 HTBA,,4.6,2.8
CLSS,895,1,F 9.25-11.15,PH 207,4.25,4.25
CLSS,899,1,MW 11.35-12.50,PH 312,4.25,4.75
CLSS,901,1,T 9.25-11.15,YK220 003,4.48,3.19
CPAR,291,1,1 HTBA,,,
CPAR,491,1,1 HTBA,,3.6,3.4
CPLT,510,1,M 13.30-15.20,SML 177,4.03,3.07
CPLT,549,1,W 9.25-11.15,LC 205,,
CPLT,628,1,W 13.30-15.20 + 1,WLH 001,4.13,3.24
CPLT,673,1,TTh 13.00-14.15,WLH 007,5.0,3.25
CPLT,675,1,TTh 14.30-15.45,WLH 007,4.67,3.0
CPLT,686,1,1 HTBA,,,
CPLT,691,1,W 15.30-17.20,CO451 B-04,4.33,3.25
CPLT,706,1,T 14.30-16.20,WLH 014,4.0,2.8
CPLT,728,1,T 13.30-15.20,WLH 205,5.0,3.5
CPLT,729,1,Th 13.30-15.20,WALL81 301,4.23,3.7
CPLT,806,1,M 15.30-17.20,WLH 209,,
CPLT,822,1,M 13.30-15.20,ARNOLD A25,5.0,3.0
CPLT,851,1,W 15.30-17.20,WLH 204,4.17,3.13
CPLT,899,1,Th 9.25-11.15,WALL81 401,4.67,3.2
CPLT,925,1,TTh 14.30-15.45,WLH 001,4.8100000000000005,3.56
CPLT,929,1,Th 9.25-11.15,CO451 B-04,3.8,3.09
CPLT,935,1,W 13.30-15.20 + 1,WALL81 301,3.25,3.25
CPLT,953,1,1 HTBA,,,
CPLT,961,1,TTh 16.00-17.15,WLH 120,,
CPLT,968,1,TTh 11.35-12.50,WLH 205,,
CPSC,035,1,TTh 14.30-15.45 + 1,AKW 123,4.17,3.07
CPSC,112,1,TTh 11.35-12.50 + 1,DL 220,2.46,4.24
CPSC,123,1,MWF 10.30-11.20,DL 220,3.65,3.05
CPSC,184,1,Th 15.30-17.20,WLH 002,4.49,2.73
CPSC,185,1,F 15.30-17.20 + 1,WLH 204,4.64,2.88
CPSC,200,1,MW 14.30-15.45,WLH 120,3.4,3.2
CPSC,201,1,MWF 11.35-12.25,DL 220,3.35,3.71
CPSC,202,1,TTh 13.00-14.15,DL 220,3.01,3.43
CPSC,210,1,TTh 10.30-11.20 + 1,ML 211,2.83,3.56
CPSC,223,1,MW 13.00-14.15 + 1,DL 220,3.92,4.6
CPSC,235,1,MW 14.30-15.45 + 1,HLH17 113,4.2,3.2
CPSC,290,1,1 HTBA,,4.0,3.67
CPSC,310,1,TTh 10.30-11.20,ML 211,3.48,2.81
CPSC,323,1,MW 13.00-14.15,LUCE 101,4.09,4.74
CPSC,335,1,MW 14.30-15.45 + 1,HLH17 113,4.2,3.2
CPSC,338,1,MW 11.35-12.50,HLH17 05,4.67,3.39
CPSC,365,1,TTh 14.30-15.45 + 1,LUCE 101,2.99,3.65
CPSC,366,1,TTh 14.30-15.45 + 1,HLH17 05,4.58,4.4
CPSC,421,1,MW 13.00-14.15,WTS A60,4.12,4.42
CPSC,423,1,TTh 9.00-10.15,AKW 200,2.9,2.04
CPSC,424,1,MW 9.00-10.15,AKW 000,4.14,3.64
CPSC,427,1,1 HTBA,,2.89,2.93
CPSC,428,1,MW 14.30-15.45,AKW 200,3.33,2.67
CPSC,432,1,MW 13.00-14.15,AKW 200,3.5300000000000002,2.7800000000000002
CPSC,433,1,TTh 11.35-12.50,HLH17 03,4.48,4.58
CPSC,434,1,1 HTBA,,3.86,3.25
CPSC,446,1,1 HTBA,,3.5300000000000002,3.42
CPSC,451,1,TTh 11.35-12.50,AKW 300,2.14,1.71
CPSC,452,1,TTh 16.00-17.15,HLH17 03,3.26,3.13
CPSC,456,1,MW 14.30-15.45,DL 316,3.4,3.0
CPSC,464,1,T 9.25-11.15,HLH17 115,4.0,3.2
CPSC,468,1,TTh 14.30-15.45,HLH17 115,4.0,3.0
CPSC,470,1,MWF 10.30-11.20,DAVIES AUD,2.5700000000000003,2.91
CPSC,473,1,MWF 10.30-11.20,BCT CO31,4.25,3.93
CPSC,477,1,TTh 13.00-14.15,ML 211,3.06,3.23
CPSC,478,1,MW 11.35-12.50,WLH 211,3.71,4.05
CPSC,479,1,1 HTBA,,3.14,3.09
CPSC,480,1,1 HTBA,,4.0,3.5
CPSC,490,1,1 HTBA,,3.87,3.66
CPSC,521,1,MW 13.00-14.15,WTS A60,3.94,4.41
CPSC,523,1,TTh 9.00-10.15,AKW 200,2.8,2.12
CPSC,524,1,MW 9.00-10.15,AKW 000,4.2,3.62
CPSC,527,1,1 HTBA,,3.29,2.84
CPSC,528,1,MW 14.30-15.45,AKW 200,4.01,4.05
CPSC,532,1,MW 13.00-14.15,AKW 200,3.5300000000000002,2.7800000000000002
CPSC,533,1,TTh 11.35-12.50,HLH17 03,4.53,4.54
CPSC,534,1,1 HTBA,,3.98,3.05
CPSC,546,1,1 HTBA,,3.5300000000000002,3.42
CPSC,551,1,TTh 11.35-12.50,AKW 300,2.18,1.73
CPSC,556,1,MW 14.30-15.45,DL 316,3.4,3.0
CPSC,564,1,T 9.25-11.15,HLH17 115,4.0,3.2
CPSC,568,1,TTh 14.30-15.45,HLH17 115,4.0,3.0
CPSC,570,1,MWF 10.30-11.20,DAVIES AUD,2.68,2.76
CPSC,573,1,MWF 10.30-11.20,BCT CO31,4.25,3.85
CPSC,577,1,TTh 13.00-14.15,ML 211,3.06,3.23
CPSC,578,1,MW 11.35-12.50,WLH 211,3.88,3.88
CPSC,579,1,1 HTBA,,3.06,2.8
CPSC,640,1,MW 14.30-15.45 + 1,HLH17 05,3.4,1.94
CPSC,663,1,TTh 16.00-17.15,HLH17 03,3.3,3.43
CPSC,663,2,1 HTBA,,3.35,3.49
CPSC,674,1,TTh 11.35-12.50,AKW 100,3.3,3.5
CPSC,690,1,1 HTBA,,,
CPSC,691,1,1 HTBA,,,
CPSC,692,1,1 HTBA,,,
CPSC,752,1,MW 13.00-14.15,BASS 305,3.19,2.91
CPSC,800,1,1 HTBA,,,
CSBF,310,1,W 13.30-15.20,BF S-12,3.7800000000000002,2.7800000000000002
CSBK,310,1,W 13.30-15.20,WLH 202,4.33,2.58
CSBR,310,1,M 13.30-15.20,WLH 013,3.92,2.62
CSDC,310,1,W 13.30-15.20,DC 215,3.86,3.71
CSDC,311,1,M 9.25-11.15,DC 215,,
CSEC,491,1,1 HTBA,,5.0,2.6
CSES,310,1,M 13.30-15.20,ES,4.5,2.88
CSGH,310,1,M 13.30-15.20,WALL81 101,,
CSJE,310,1,T 16.00-18.00,,4.28,2.44
CSMC,310,1,M 15.30-17.20,WLH 202,4.82,2.06
CSMY,310,1,T 15.30-17.20,WLH 204,3.91,2.61
CSPC,310,1,M 19.00-20.50,YK212 004A,4.87,2.5300000000000002
CSSM,310,1,W 13.30-15.20,WLH 204,4.82,1.77
CSSY,310,1,F 13.30-15.20,LC 208,4.79,3.14
CSTC,310,1,Th 15.30-17.20,RKZ 02,4.93,2.36
CSTD,310,1,Th 13.30-15.20,YUAG,4.4,2.4
CSYC,310,1,W 13.30-15.20,JE L23,4.8,2.4
CSYC,311,1,Th 13.30-15.20,WLH 002,4.37,3.05
CSYC,312,1,T 13.30-15.20,WLH 204,4.13,3.33
CZEC,120,1,M-F 10.30-11.20,JE K22,4.46,2.75
CZEC,140,1,M-F 11.35-12.25,JE K22,4.5,3.0
CZEC,301,1,Th 13.30-15.20,WLH 011,4.5,3.35
DISA,999,1,1 HTBA,,,
DISR,999,1,1 HTBA,,,
DRAM,102,1,,,,
DRAM,124,1,M 9.00-12.30,PK205 102,3.2,2.38
DRAM,125,1,W 12.00-14.00,YK149 122,,
DRAM,141,1,W 12.15-14.00,PK205 102,,
DRAM,152,1,W 9.00-11.00,YK149 PAINT-SHOP,,
DRAM,158,1,F 10.00-12.00,PK205 STUDIO-A,,
DRAM,161,1,F 9.00-12.00,PK217 206,,
DRAM,209,1,WF 12.30-13.30,YK222 B1,,
DRAM,224,1,Th 9.00-11.00,PK205 101,,
DRAM,234,1,Th 12.30-14.00,PK205 101,,
DRAM,244,1,T 12.30-14.00,YK149,,
DRAM,258,1,F 10.00-12.00,PK205 SEMINAR,,
DRAM,278,1,Th 12.00-14.00,PK205 SEMINAR,,
DRAM,419,1,TTh 12.00-13.30,YK222 B1,,
DRAM,428,1,W 9.00-10.00,PK205 102,,
DRAM,476,1,1 HTBA,,,
DRAM,6,1,TTh 9.00-9.50,LC,,
DRAM,666,1,W 11.00-14.00,PK217 206,4.2,3.17
DRST,002,1,TTh 9.00-10.15 + 1,WHC AUD + 1,4.32,3.98
DRST,002,2,TTh 9.00-10.15 + 1,WHC AUD + 1,4.64,3.9
DRST,002,3,MW 14.30-15.45 + 1,WHC AUD + 1,4.3,4.04
DRST,002,4,TTh 14.30-15.45 + 1,WHC AUD + 1,4.3,4.04
DRST,002,5,MW 9.00-10.15 + 1,WHC B-02 + 1,4.33,4.3
DRST,002,6,MW 14.30-15.45 + 1,WHC AUD + 1,4.3,4.04
DRST,002,7,TTh 13.00-14.15 + 1,WHC AUD + 1,4.3,4.04
DRST,004,1,TTh 11.35-12.50 + 1,BASSLB L70 + 1,4.71,3.79
DRST,004,2,TTh 11.35-12.50 + 1,WLH 009 + 1,3.71,3.64
DRST,004,3,TTh 11.35-12.50 + 1,BASSLB L73 + 1,4.35,3.76
DRST,004,4,TTh 11.35-12.50 + 1,WHC B-02 + 1,3.95,3.95
DRST,004,5,TTh 11.35-12.50 + 1,LC 210 + 1,3.63,3.5
DRST,004,6,TTh 11.35-12.50 + 1,BF S-12 + 1,4.73,3.8200000000000003
DRST,004,7,TTh 13.00-14.15 + 1,WHC B-02 + 1,3.95,3.95
DRST,006,1,TTh 9.00-10.15 + 1,WLH 006 + 1,3.89,3.68
DRST,006,2,MW 14.30-15.45 + 1,WLH 006 + 1,4.67,4.08
DRST,006,3,MW 9.00-10.15 + 1,LC 103 + 1,4.22,3.94
DRST,006,4,TTh 13.00-14.15 + 1,LC 209 + 1,4.46,3.69
DRST,006,5,MW 14.30-15.45 + 1,WHC B-02 + 1,4.4,3.8
DRST,006,6,TTh 14.30-15.45 + 1,BASSLB L73 + 1,4.5,3.63
DRST,006,7,TTh 14.30-15.45,WHC B-02,4.22,3.94
DUTC,140,1,MW 16.10-18.00,,,
DUTC,160,1,MW 13.15-14.30,DOW B-11,,
E&EB,125,1,TTh 11.35-12.50,KGL 123,3.2800000000000002,2.49
E&EB,145,1,MWF 10.30-11.20,ESC 110,3.8200000000000003,2.45
E&EB,175L,1,Th 13.00-17.00,SCL 146,4.85,3.05
E&EB,223L,1,T 13.30-16.30,SCL 142,4.47,3.02
E&EB,223L,2,W 13.30-16.30,SCL 143,4.47,3.02
