subject,number,section,times,locations,rating,workload
REL,902,1,Th 15.30-17.20,SDQ BUSH-S100,4.5,3.41
REL,904,1,M 13.30-15.20 + 1,,4.22,3.23
REL,906H,1,W 16.00-18.00,EDW380,4.57,3.15
REL,912H,1,T 16.00-18.00,KRN 321,4.57,3.15
REL,914,1,T 15.30-17.20,SDQ BUSH-S104,,
REL,926,1,M 18.00-20.00,SDQ LATOURETTE,,
REL,930,1,M 13.30-15.20,SDQ BUSH-S100,4.43,3.21
REL,931,1,T 13.30-15.20,SDQ LATOURETTE,,
REL,938,1,M 13.30-15.20 + 1,SDQ JE-DINING,4.5,3.41
REL,964,1,T 18.00-20.00,SDQ JE-DINING,,
REL,980,1,1 HTBA,,,
REL,981,1,W 13.30-15.20,PR406 203,3.08,2.75
REL,983,1,T 13.30-15.20,SDQ LIBR-104,4.32,3.11
REL,991,1,F 13.30-15.20,SDQ NIEBUHR,,
REL,992,1,T 15.30-17.20,PR406 203,,
REL,993,1,M 13.30-15.20,SDQ BUSH-S200,,
REL,994,1,T 8.30-11.20 + 1,PR406 203,,
RLST,102,1,Th 13.30-15.20,WLH 204,4.62,2.84
RLST,105,1,1 HTBA,,,
RLST,118,1,MW 11.35-12.50,WLH 116,4.0,3.32
RLST,121,1,M 13.30-15.20,RKZ 08,4.62,2.84
RLST,155,1,TTh 14.30-15.45,CO493 106,2.67,3.2
RLST,159,1,MW 9.00-10.15,GR109 ROSENFELD,,
RLST,166,1,TTh 11.35-12.50,CO493 208,4.5,3.0
RLST,168,1,MW 14.30-15.45,WTS A39,4.67,3.17
RLST,183,1,W 13.30-15.20,WTS A74,4.09,2.04
RLST,192,1,M 13.30-15.20,WLH 209,4.17,2.33
RLST,202,1,TTh 11.35-12.50,LC 103,3.8200000000000003,2.37
RLST,211,1,TTh 13.00-14.15,YK212 004,4.4,3.8
RLST,236,1,W 13.30-15.20,CO493 103,4.66,3.27
RLST,268,1,TTh 14.30-15.20,WLH 116,4.42,2.25
RLST,303,1,1 HTBA,,4.49,3.21
RLST,347,1,T 15.30-17.20,WLH 210,4.5,2.4
RLST,368,1,Th 13.30-15.20,LC 205,3.0,2.75
RLST,369,1,MW 13.00-14.15,WTS A51,,
RLST,408,1,TTh 11.35-12.50,WLH 001,3.88,2.38
RLST,428,1,T 13.30-15.20,SML 177,4.36,3.34
RLST,437,1,M 13.30-15.20,WHC 208,4.31,3.4
RLST,445,1,Th 13.30-15.20,SML 333,4.32,3.25
RLST,485,1,M 13.30-15.20,CO493 103,,
RLST,489,1,1 HTBA,,5.0,3.33
RLST,490,1,T 9.25-11.15,WTS A48,4.21,3.7800000000000002
RLST,492,1,W 13.30-15.20,WLH 209,4.4,4.35
RLST,510,1,W 9.25-11.15,LC 208,3.9,2.7
RLST,535,1,TTh 14.30-15.45,CO493 106,3.92,2.76
RLST,544,1,1 HTBA,,,
RLST,557,1,T 13.30-15.20,CO451 B-04,4.26,3.16
RLST,561,1,Th 13.30-15.20,CO451 B-04,4.26,3.16
RLST,574,1,1 HTBA,,,
RLST,599,1,T 13.30-15.20,WTS B39,4.24,3.14
RLST,608,1,Th 13.30-15.20,CO493 103,4.71,3.86
RLST,626,1,M 13.30-15.20,CO493 103,,
RLST,633,1,W 13.30-15.20,LORIA 259,4.28,3.14
RLST,638,1,T 9.25-11.15,SML 177,,
RLST,640,1,M 9.25-11.15,CO451 B-04,5.0,4.0
RLST,651,1,TTh 11.35-12.50,WLH 001,4.5600000000000005,3.4
RLST,720,1,T 16.00-18.00,CO451,5.0,3.0
RLST,722,1,1 HTBA,,4.67,3.33
RLST,727,1,TTh 11.35-12.50,CO493 208,4.32,3.25
RLST,739,1,Th 13.30-15.20,SDQ N54,,
RLST,740,1,1 HTBA,,4.67,4.33
RLST,777,1,TTh 11.35-12.50,LC 103,4.2,2.3
RLST,790,1,Th 13.30-15.20,BASSLB L70,,
RLST,801,1,M 13.30-15.20,SDQ LIBR-104,3.59,2.61
RLST,827,1,T 10.45-12.35,CO451 B-04,4.0,3.0
RLST,837,1,T 15.45-17.35,WLH 205,4.39,2.79
RLST,861,1,T 13.30-16.20,YK220 100,,
RLST,882,1,T 13.30-15.20,SML 177,4.36,3.34
RLST,888,1,T 15.30-17.20,SML 177,4.26,3.56
RLST,898,1,W 15.30-17.20,WLH 112,,
RLST,905,1,T 17.30-19.20,CO451 B-04,4.64,3.73
RLST,961,1,1 HTBA,,,
RLST,962,1,1 HTBA,,,
RLST,963,1,1 HTBA,,,
RLST,964,1,1 HTBA,,,
RLST,965,1,1 HTBA,,,
RLST,966,1,1 HTBA,,,
RLST,968,1,1 HTBA,,,
RLST,969,1,1 HTBA,,,
RLST,970,1,1 HTBA,,,
RLST,971,1,1 HTBA,,,
RNST,501,1,W 15.30-17.20,LC 105,4.33,3.5
RNST,508,1,TTh 11.35-12.50,WTS B31,4.38,2.93
RNST,576,1,M 15.30-17.20,WLH 209,,
RNST,701,1,T 14.30-16.20,WLH 014,4.38,2.93
ROMN,120,1,MW 14.10-16.00,,,
ROMN,140,1,MW 16.10-18.00,,,
RSEE,222,1,W 13.30-15.20,BASSLB L70,4.0,3.11
RSEE,265,1,TTh 13.00-14.15,WLH 006,,
RSEE,268,1,1 HTBA,,4.6,3.04
RSEE,300,1,Th 13.30-15.20,WLH 011,4.5,3.35
RSEE,312,1,MW 9.25-10.15 + 1,WLH 207,4.86,2.86
RSEE,334,1,MW 11.35-12.50,CO493 102,,
RSEE,335,1,TTh 14.30-15.45,WLH 006,,
RSEE,336,1,T 9.25-11.15 + 1,MY 601,4.0,4.0
RSEE,379,1,Th 15.30-17.20,RKZ 06,4.67,2.67
RSEE,381,1,MW 14.30-15.45,WLH 203,,
RSEE,385,1,F 15.30-17.20,RKZ 06,4.67,2.67
RSEE,491,1,1 HTBA,,4.0,4.0
RUSS,025,1,MW 13.00-14.15,LC 210,,
RUSS,120,1,M-F 9.25-10.15,WLH 115,4.23,3.7199999999999998
RUSS,120,2,M-F 10.30-11.20,WLH 115,4.23,3.7199999999999998
RUSS,120,3,M-F 11.35-12.25,WLH 209,4.83,4.17
RUSS,140,1,M-F 10.30-11.20,WTS A72,4.46,3.5
RUSS,145,1,M-F 10.30-11.20 + 3,WLH 205,4.83,3.68
RUSS,145,2,1 HTBA,,4.69,3.89
RUSS,151,1,MWF 11.35-12.50,WLH 205,4.51,3.49
RUSS,161,1,MWF 11.35-12.25,WTS A72,4.36,3.43
RUSS,178,1,MF 11.35-12.50,WLH 115,3.93,2.42
RUSS,179,1,MW 13.00-14.15,WLH 015,4.6,3.8
RUSS,260,1,1 HTBA,,4.6,3.3
RUSS,265,1,TTh 13.00-14.15,WLH 006,,
RUSS,312,1,MW 9.25-10.15 + 1,WLH 207,4.86,2.86
RUSS,403,1,TTh 14.30-15.45,WLH 012,4.2,2.7800000000000002
RUSS,481,1,1 HTBA,,,
RUSS,490,1,1 HTBA,,,
RUSS,609,1,W 9.25-11.15,LC 205,,
RUSS,627,1,T 15.30-17.20,PR406 203,,
RUSS,655,1,Th 13.30-15.20,BRW35 215,4.66,3.42
RUSS,663,1,1 HTBA,,3.75,2.75
RUSS,695,1,F 13.30-15.20,WLH 002,5.0,3.0
RUSS,834,1,M 13.30-15.20,CO493 102,2.33,3.5
RUSS,851,1,T 13.30-15.20,WTS A72,5.0,4.0
S&DS,100,1,TTh 9.00-10.15,WLH 201,2.75,2.5300000000000002
S&DS,123,1,MWF 10.30-11.20,DL 220,3.59,3.15
S&DS,138,1,TTh 14.30-15.45,WLH 117,4.0,2.23
S&DS,150,1,1 HTBA,,3.85,2.62
S&DS,160,1,TTh 11.35-12.50,YSB MARSH,2.96,2.26
S&DS,171,1,Th 9.25-11.15,LC 104,4.75,2.0
S&DS,172,1,Th 9.25-11.15,RKZ 102,3.86,2.71
S&DS,173,1,W 13.30-15.20,WTS B52,,
S&DS,220,1,TTh 9.00-10.15,WLH 119,3.75,3.25
S&DS,230,1,TTh 9.00-10.15,YSB MARSH,4.43,3.62
S&DS,240,1,MW 13.00-14.15 + 1,ML 211,4.26,2.65
S&DS,242,1,MW 9.00-10.15,DL 220,2.36,3.54
S&DS,262,1,MW 11.35-12.50,WLH 119,2.89,2.93
S&DS,314,1,TTh 16.00-17.15,WLH 114,4.24,2.44
S&DS,351,1,MW 13.00-14.15,WLH 119,3.27,3.61
S&DS,352,1,MW 13.00-14.15,BASS 305,2.85,3.3
S&DS,361,1,MW 14.30-15.45,DL 220,3.03,2.7800000000000002
S&DS,363,1,TTh 13.00-14.15,KRN 301,3.62,2.46
S&DS,364,1,TTh 11.35-12.50,,2.08,2.77
S&DS,365,1,MW 11.35-12.50,LC 101,3.66,4.08
S&DS,400,1,TTh 14.30-15.45,WTS A30,4.31,3.85
S&DS,425,1,MW 14.30-15.45,HLH17 101,4.17,3.21
S&DS,480,1,1 HTBA,,3.9699999999999998,3.5300000000000002
S&DS,490,1,1 HTBA,,3.16,3.36
S&DS,492,1,1 HTBA,,4.27,4.07
S&DS,500,1,TTh 9.00-10.15,WLH 201,2.75,2.5300000000000002
S&DS,520,1,TTh 9.00-10.15,WLH 119,3.75,3.25
S&DS,523,1,MWF 10.30-11.20,DL 220,3.59,3.15
S&DS,530,1,TTh 9.00-10.15,YSB MARSH,4.43,3.62
S&DS,542,1,MW 9.00-10.15,DL 220,2.36,3.54
S&DS,551,1,MW 13.00-14.15,WLH 119,3.27,3.61
S&DS,562,1,MW 11.35-12.50,WLH 119,2.89,2.93
S&DS,563,1,TTh 13.00-14.15,KRN 301,3.62,2.46
S&DS,565,1,MW 11.35-12.50,LC 101,3.66,4.08
S&DS,567,1,M 9.00-11.15,,3.47,2.91
S&DS,571,1,Th 9.25-11.15,LC 104,4.75,2.0
S&DS,572,1,Th 9.25-11.15,RKZ 102,3.86,2.71
S&DS,584,1,1 HTBA,,,
S&DS,600,1,TTh 14.30-15.45,WTS A30,4.31,3.85
S&DS,626,1,1 HTBA,,4.0,3.0
S&DS,628,1,F 14.30-16.30,HLH24 107,4.25,1.67
S&DS,631,1,TTh 13.00-14.15,WTS A48,4.16,4.12
S&DS,645,1,1 HTBA,,4.0,3.33
S&DS,661,1,MW 14.30-15.45,DL 220,3.03,2.7800000000000002
S&DS,664,1,TTh 11.35-12.50,,2.08,2.77
S&DS,670,1,MW 9.00-10.15,HLH24 107,3.42,2.75
S&DS,674,1,TTh 10.30-11.50,BOWERS AUD,4.0,2.8
S&DS,690,1,1 HTBA,,3.16,3.36
SAST,219,1,T 13.30-15.30,WTS B30,4.69,3.69
SAST,281,1,TTh 14.30-15.45,WLH 211,2.74,3.85
SAST,309,1,Th 13.30-15.20,WTS A35,,
SAST,344,1,1 HTBA,,4.63,3.5
SAST,366,1,W 13.30-15.20,WTS A74,4.09,2.04
SAST,374,1,MW 11.35-12.50,LORIA B51,3.89,2.7800000000000002
SAST,384,1,M 11.35-13.25,RDH 211,4.08,4.69
SAST,455,1,MW 11.35-12.50,WLH 207,4.63,3.5
SAST,471,1,Th 9.25-11.15,LORIA 258,4.34,3.44
SAST,486,1,1 HTBA,,,
SAST,492,1,1 HTBA,,,
SAST,656,1,F 9.25-11.15,LORIA 358,,
SBCR,120,1,MWF 10.10-11.25,DOW B-07,,
SBCR,140,1,MWF 11.40-12.55,,,
SBS,526,1,Th 12.00-12.50,LEPH 101,,
SBS,541,1,T 14.30-16.20,LEPH 101,4.25,3.38
SBS,570,1,Th 13.00-14.50,LEPH 216,3.86,3.16
SBS,580,1,Th 10.00-11.50 + 1,CO47 106B,4.91,3.77
SBS,584,1,1 HTBA,,3.7800000000000002,3.94
SBS,600,1,1 HTBA,,,
SBS,610,1,1 HTBA,,,
SBS,670,1,1 HTBA,,4.25,3.25
SBS,676,1,Th 10.00-11.50 + 1,CO47 106A,4.47,3.2
SBS,699,1,1 HTBA,,3.73,2.64
SCIE,031,1,F 13.30-15.00 + 1,WTS A42,3.7199999999999998,2.07
SKRT,120,1,M-F 9.25-10.15,LUCE 302,4.19,2.56
SKRT,140,1,MWF 8.20-9.10,LUCE 302,4.19,2.56
SKRT,150,1,MW 11.35-12.50,LUCE 302,4.19,2.56
SKRT,520,1,M-F 9.25-10.15,LUCE 302,4.19,2.56
SKRT,540,1,MWF 8.20-9.10,LUCE 302,4.19,2.56
SKRT,550,1,MW 11.35-12.50,LUCE 302,4.19,2.56
SLAV,385,1,W 19.00-20.50,WLH 001,3.85,3.04
SMTC,524,1,T 10.45-12.35,CO451 B-04,4.0,3.0
SMTC,547,1,T 15.45-17.35,WLH 205,4.39,2.79
SNHL,120,1,1 HTBA,,,
SNHL,140,1,1 HTBA,,,
SOCY,126,1,TTh 14.30-15.45 + 1,SSS 114,4.36,3.1
SOCY,141,1,TTh 16.30-17.20 + 1,WLH 116,3.39,2.5
SOCY,152,1,Th 19.00-20.50,CO493 208,3.84,3.2800000000000002
SOCY,160,1,TTh 9.00-10.15,WLH 011,3.88,2.9699999999999998
SOCY,170,1,TTh 16.00-17.15,WTS A60,3.39,2.99
SOCY,172,1,T 13.30-15.20,RKZ 02,4.42,3.39
SOCY,202,1,TTh 15.30-16.20 + 1,HLH17 113,3.87,3.11
SOCY,234,1,MW 10.30-11.20 + 1,WLH 117,,
SOCY,238,1,1 HTBA,,4.5600000000000005,2.98
SOCY,307,1,Th 13.30-15.20,WLH 202,4.22,3.11
SOCY,318,1,T 13.30-15.20,WLH 003,3.93,2.93
SOCY,321,1,W 13.30-15.20,WLH 003,4.29,3.29
SOCY,331,1,T 15.30-17.20,WLH 210,4.5,2.4
SOCY,349,1,F 15.30-17.20,RKZ 06,4.67,2.67
SOCY,352,1,M 15.30-17.20,WLH 011,4.0,3.34
SOCY,396,1,W 19.00-20.50,LUCE 202,,
SOCY,472,1,1 HTBA,,,
SOCY,492,1,T 13.30-15.20,,4.0,3.5
SOCY,494,1,T 13.30-15.20,,4.27,3.99
SOCY,508,1,1 HTBA,,4.46,4.21
SOCY,516,1,W 13.30-15.20,WLH 003,3.79,2.7199999999999998
SOCY,534,1,TTh 15.30-16.20 + 1,HLH17 113,4.0,2.5
SOCY,560,1,T 11.50-13.20,GH,5.0,3.0
SOCY,581,1,T 1.30-3.20 + 1,WTS B35,4.15,3.0
SOCY,587,1,M 14.10-16.00,BAKER 124,4.88,3.29
SOCY,595,1,Th 12.00-13.20,PR210 203,5.0,2.5
SOCY,599,1,1 HTBA,,,
SOCY,605,1,Th 13.00-14.50,LEPH 216,3.86,3.16
SOCY,620,1,M 15.30-17.20,WLH 011,3.99,3.52
SOCY,628,1,F 11.00-13.00,PR210 203,4.0,2.5
SOCY,632,1,1 HTBA,,4.5,2.83
SOCY,636,1,W 16.30-18.30,HLH17,4.67,3.5
SOCY,653,1,Th 14.30-16.20,CO493 102,4.1,3.1
SPAN,100,1,MW 11.35-12.50,MY 501,4.29,1.69
SPAN,110,1,M-F 10.30-11.20,WLH 011,4.13,3.36
SPAN,110,2,M-F 11.35-12.25,WLH 011,4.13,3.36
SPAN,120,1,M-F 9.25-10.15,WLH 001,3.83,3.8
SPAN,120,2,M-F 9.25-10.15,WLH 007,3.79,3.6
SPAN,120,3,M-F 10.30-11.20,WTS A35,2.99,3.8
SPAN,120,4,M-F 10.30-11.20,WLH 001,3.83,3.8
SPAN,120,5,1 HTBA,,3.79,3.6
SPAN,120,6,M-F 10.30-11.20,WALL81 101,3.79,3.6
SPAN,120,7,M-F 10.30-11.20,WTS A42,4.06,3.79
SPAN,120,8,M-F 11.35-12.25,WTS A35,2.99,3.8
SPAN,120,9,M-F 11.35-12.25,WTS A42,4.06,3.79
SPAN,130,1,M-F 9.25-10.15,LC 212,3.65,3.68
SPAN,130,2,M-F 10.30-11.20,LC 212,3.65,3.68
SPAN,130,3,M-F 10.30-11.20,WLH 006,3.93,3.45
SPAN,130,4,M-F 10.30-11.20,WTS A32,3.7199999999999998,3.47
SPAN,130,5,M-F 11.35-12.25,WLH 006,3.93,3.45
SPAN,140,1,M-F 9.25-10.15,WLH 209,3.86,3.5700000000000003
SPAN,140,2,M-F 9.25-10.15,WLH 009,3.7199999999999998,3.47
SPAN,140,3,M-F 9.25-10.15,WLH 003,3.96,3.11
SPAN,140,4,M-F 9.25-10.15,WTS A32,4.03,4.05
SPAN,140,5,M-F 10.30-11.20,WTS A68,3.5700000000000003,3.8200000000000003
SPAN,140,6,M-F 10.30-11.20,WLH 209,3.86,3.5700000000000003
SPAN,140,7,M-F 10.30-11.20,WLH 009,3.7199999999999998,3.47
SPAN,140,8,M-F 10.30-11.20,WLH 003,3.96,3.11
SPAN,140,9,M-F 11.35-12.25,WTS A68,3.5700000000000003,3.8200000000000003
SPAN,142,1,MWF 11.35-12.25,WALL81 401,4.73,3.14
SPAN,145,1,M-F 9.25-11.20,CO493 208,4.32,4.02
SPAN,150,1,MWF 9.25-10.15,WTS A35,3.66,4.07
SPAN,150,2,MWF 10.30-11.20,MY 501,3.76,2.96
SPAN,150,3,MWF 11.35-12.25,WLH 009,3.32,3.77
SPAN,223,1,MW 13.00-14.15,WLH 006,3.9,3.45
SPAN,225,1,TTh 9.00-10.15,WLH 120,4.35,2.26
SPAN,225,2,MW 9.00-10.15,WLH 120,4.35,2.26
SPAN,243,1,MWF 9.25-10.15,WLH 202,3.86,3.85
SPAN,243,2,MWF 10.30-11.20,WLH 202,3.86,3.85
SPAN,246,1,TTh 11.35-12.50,CO493 106,3.88,2.88
SPAN,262,1,MW 11.35-12.50,CO493 106,4.14,2.71
SPAN,302,1,TTh 14.30-15.45,WLH 007,4.67,3.0
SPAN,318,1,TTh 11.35-12.50,WLH 205,,
SPAN,319,1,TTh 16.00-17.15,WLH 013,,
SPAN,329,1,TTh 13.00-14.15,WLH 007,5.0,3.25
SPAN,353,1,MW 13.00-14.15,WLH 012,4.04,2.44
SPAN,404,1,TTh 14.30-15.45,HLH51 101,3.71,2.85
SPAN,479,1,1 HTBA,,4.2,3.29
SPAN,491,1,1 HTBA,,3.9699999999999998,3.83
SPAN,618,1,TTh 11.35-12.50,WLH 205,,
SPAN,619,1,TTh 16.00-17.15,WLH 120,,
SPAN,629,1,TTh 13.00-14.15,WLH 007,5.0,3.25
SPAN,660,1,TTh 14.30-15.45,WLH 007,4.67,3.0
SPAN,705,1,T 14.30-16.20,WLH 014,4.38,2.93
SPAN,752,1,Th 15.30-17.20,WALL81 401,4.11,3.22
SPAN,790,1,M 14.30-17.30,WLH 015,4.0,4.0
SPAN,936,1,W 14.30-16.20,WLH 012,4.15,2.74
STCY,176,1,T 13.30-15.20,RDH 212,3.4,3.39
SWAH,120,1,M-F 9.25-10.15,WTS A42,4.4,2.39
SWAH,140,1,M-F 11.35-12.25,WLH 015,4.0,2.5
SWAH,160,1,MW 11.35-12.50,WTS B36,4.39,2.64
SWAH,170,1,TTh 11.35-12.50,WTS B36,4.39,3.0
SWAH,620,1,M-F 9.25-10.15,WTS A42,4.25,2.5300000000000002
SWAH,640,1,M-F 11.35-12.25,WLH 015,4.0,2.5
SWAH,660,1,MW 11.35-12.50,WTS B36,4.39,2.64
SWAH,670,1,TTh 11.35-12.50,WTS B36,4.1,3.1
TAML,140,1,1 HTBA,,,
TBTN,120,1,1 HTBA,,,
TBTN,140,1,1 HTBA,,,
THST,091,1,MW 11.35-12.50,WLH 001,3.84,3.38
THST,093,1,M 15.30-17.20,YK220 002,3.98,3.05
THST,094,1,TTh 13.00-14.15,CO493 208,4.24,3.39
THST,097,1,TTh 9.00-10.15,ELM294 303,4.25,2.15
THST,111,1,TTh 10.30-11.20 + 1,LC 211,3.55,3.33
THST,200,1,MW 10.30-12.20,PWG 5TH-FL,5.0,2.27
THST,207,1,1 HTBA,,4.4,3.67
THST,211,1,MW 10.30-12.20,YK220 101,3.5700000000000003,2.39
THST,213,1,M 13.30-15.20,YK220 002,3.98,3.05
THST,226,1,F 13.30-16.30,YK220 101,4.73,3.31
THST,228,1,TTh 11.35-12.50,YK212 004A,4.44,3.7199999999999998
THST,230,1,MW 13.30-15.20,PK205 101 + 1,4.33,2.5700000000000003
THST,232,1,F 8.25-12.20,YK220 101,4.36,2.91
THST,235,1,TTh 15.30-17.20,ELM294 303,4.9,2.0
THST,262,1,MW 11.35-12.25 + 1,WLH 117,4.17,3.14
THST,308,1,MW 15.30-17.20,YK220 101,5.0,3.75
THST,312,1,TTh 13.00-14.15,,4.75,2.31
THST,318,1,Th 16.00-18.00,STOECK 107,4.7,3.64
THST,322,1,MW 13.30-15.20,YK220 201,4.68,3.52
THST,330,1,M 9.25-11.15,WHC B-04,4.5,3.36
THST,338,1,W 13.30-15.20,STOECK 312,4.17,3.38
THST,342,1,MW 14.30-15.45,WLH 203,4.5600000000000005,3.11
THST,347,1,F 13.30-17.20,YK220 201,4.67,2.5
THST,358,1,M 13.30-15.20,YK220 101,3.0,1.75
THST,360,1,M 15.30-17.20,WALL81 101,4.06,3.1
THST,370,1,MW 13.00-14.15,YK220 004,3.93,2.54
THST,380,1,M 15.30-17.20,ELM294 303,3.8200000000000003,3.1
THST,412,1,F 11.30-13.20 + 1,STOECK 107,4.02,1.6
THST,412,2,1 HTBA,,4.11,1.88
THST,420,1,1 HTBA,,3.8,3.3
THST,427,1,1 HTBA,,4.5,2.75
THST,450,1,1 HTBA,,,
THST,453,1,T 13.30-16.30,LC 203,4.26,3.62
THST,472,1,1 HTBA,,4.33,3.5
THST,491,1,W 9.25-11.15,YK220 202,3.5,3.52
TKSH,120,1,M-F 9.25-10.15,BASSLB L71,4.35,2.51
TKSH,140,1,M-F 10.30-11.20,BASSLB L71,4.33,2.33
TKSH,177,1,MW 14.30-15.45,BASSLB L71,3.33,3.67
TKSH,501,1,M-F 9.25-10.15,BASSLB L71,3.33,3.67
TKSH,503,1,M-F 10.30-11.20,BASSLB L71,4.4,3.2
TKSH,577,1,MW 14.30-15.45,BASSLB L71,3.33,3.67
TWI,120,1,1 HTBA,,,
UKRN,120,1,MWF 11.40-12.55,DOW B-11,,
UKRN,140,1,MW 10.10-11.25 + 1,,,
UKRN,160,1,W 13.35-15.25 + 1,DOW 420,,
URBN,200,1,Th 11.35-13.25 + 1,RDH HASTINGS,4.35,4.8
URBN,230,1,T 13.30-15.20,RDH 212,3.4,3.39
URBN,280,1,MW 11.35-12.25 + 1,YUAG AUD,3.79,2.54
URBN,304,1,MW 14.30-15.20 + 1,GR109 ROSENFELD,,
URBN,314,1,Th 13.30-15.20,RDH 706,,
URBN,324,1,M 11.35-13.25,RDH 211,4.08,4.69
URBN,341,1,MW 10.30-11.20 + 1,LC 102,3.59,2.49
URBN,360,1,Th 10.30-13.20 + 1,RDH 212,3.5700000000000003,4.57
URBN,491,1,1 HTBA,,3.62,4.3
USAF,102,1,T 7.40-8.30,WH55 453,3.75,1.69
USAF,201,1,T 8.40-9.30,WH55 453,3.65,2.33
USAF,302,1,1 HTBA,,4.5,1.8599999999999999
USAF,402,1,T 8.00-9.00 + 1,WLH 112 + 1,4.0,2.5
VAIR,999,1,1 HTBA,,,
VIET,120,1,M-F 9.25-10.15,WLH 015,5.0,2.67
VIET,142,1,MWF 10.30-11.20,WLH 015,4.24,2.93
VIET,470,1,1 HTBA,,4.75,2.67
VIET,570,1,1 HTBA,,4.24,2.93
WGSS,032,1,TTh 14.30-15.45,WLH 209,4.46,2.76
WGSS,145,1,TTh 14.30-15.45,WLH 120,3.61,2.99
WGSS,163,1,TTh 11.35-12.25 + 1,LORIA 250,4.32,3.71
WGSS,165,1,M 15.30-17.20,RKZ 02,,
WGSS,171,1,TTh 9.00-10.15,LC 318,4.75,3.0
WGSS,206,1,T 13.30-15.20,WLH 011,4.63,3.0
WGSS,207,1,TTh 9.25-10.15 + 1,WTS A30,3.9,2.7199999999999998
WGSS,222,1,W 9.25-11.15,BRW35 221,4.54,3.3
WGSS,235,1,T 13.30-15.20,CO493 102,,
WGSS,282,1,M 13.30-15.10 + 1,LORIA B51,4.49,3.56
WGSS,291,1,T 15.30-17.20,WLH 210,4.5,2.4
WGSS,293,1,W 9.25-11.15,LUCE 202,4.24,2.74
WGSS,321,1,T 13.30-15.20,WLH 003,4.58,3.8
WGSS,332,1,T 13.30-15.20,WLH 112,4.63,3.73
WGSS,341,1,M 15.30-17.20,WALL81 101,4.06,3.1
WGSS,343,1,W 13.30-15.20,BASSLB L72,4.8,3.42
WGSS,347,1,T 9.25-11.15,LC 208,4.33,2.83
WGSS,372,1,1 HTBA,,4.5600000000000005,3.35
WGSS,378,1,Th 9.25-11.15,WTS A48,3.96,3.35
WGSS,387,1,W 15.30-17.20,WLH 014,4.33,3.67
WGSS,388,1,T 13.30-15.20,WALL81 101,4.71,3.29
WGSS,397,1,1 HTBA,,,
WGSS,410,1,T 9.25-11.15,WALL81 201,3.54,3.27
WGSS,415,1,1 HTBA,,3.8,3.3
WGSS,419,1,F 13.30-15.20,LC 105,4.0,2.8
WGSS,436,1,1 HTBA,,3.75,3.31
WGSS,442,1,1 HTBA,,,
WGSS,471,1,1 HTBA,,4.67,3.0
WGSS,490,1,1 HTBA,,3.67,2.63
WGSS,491,1,1 HTBA,,4.25,4.17
WGSS,570,1,Th 13.00-14.50,LEPH 216,3.86,3.16
WGSS,625,1,Th 9.25-11.15,WTS A48,3.96,3.35
WGSS,633,1,T 13.30-15.20 + 1,SA10 105,4.22,3.17
WGSS,654,1,W 13.30-15.20,YK220 002,4.65,3.42
WGSS,730,1,W 15.30-17.20,WLH 011,4.25,3.5
WGSS,738,1,T 9.25-11.15 + 1,MY 601,4.0,4.0
WGSS,764,1,W 15.30-17.20 + 1,YK220 100,4.43,3.98
WGSS,767,1,1 HTBA,,5.0,2.67
WLOF,120,1,MTWTh 12.10-13.00,DOW 420,,
WLOF,140,1,MW 14.30-15.45,DOW B-07,,
YORU,120,1,M-F 10.30-11.20,WTS B39,4.02,3.43
YORU,140,1,M-F 11.35-12.25,WTS B39,3.75,3.63
YORU,160,1,MW 13.00-14.15,WTS B41,4.5,3.0
YORU,171,1,MW 14.30-15.45,WTS B41,3.94,3.31
YORU,620,1,M-F 10.30-11.20,WTS B39,4.18,3.66
YORU,640,1,M-F 11.35-12.25,WTS B39,4.5,3.5
YORU,660,1,MW 13.00-14.15,WTS B41,4.5,3.0
YORU,670,1,MW 14.30-15.45,WTS B41,3.94,3.31
ZULU,120,1,M-F 11.35-12.25,LUCE B13,4.17,2.45
ZULU,140,1,M-F 9.25-10.15,LUCE B13,3.67,2.29
ZULU,160,1,TTh 14.30-15.45,LUCE 102,4.14,2.37
ZULU,620,1,M-F 11.35-12.25,LUCE B13,4.03,2.63
ZULU,640,1,M-F 9.25-10.15,LUCE B13,3.67,2.29
ZULU,660,1,TTh 14.30-15.45,LUCE 102,4.14,2.37
